source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Have the Los Angeles Rams won a Super Bowl ring since moving back to Los Angeles?,Les Rams de Los Angeles ont-ils remporté un anneau de Super Bowl depuis leur retour à Los Angeles ?,en,fr,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['Have', 'the', 'Los', 'Angeles', 'Rams', 'won', 'a', 'Super', 'Bowl', 'ring', 'since', 'moving', 'back', 'to', 'Los', 'Angeles', '?']","['Les', 'Rams', 'de', 'Los', 'Angeles', 'ont', '-', 'ils', 'remporté', 'un', 'anneau', 'de', 'Super', 'Bowl', 'depuis', 'leur', 'retour', 'à', 'Los', 'Angeles', '?']"
Which player has won the most World Series rings?,Quel joueur a remporté le plus grand nombre de bagues de Série mondiale ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['Which', 'player', 'has', 'won', 'the', 'most', 'World', 'Series', 'rings', '?']","['Quel', 'joueur', 'a', 'remporté', 'le', 'plus', 'grand', 'nombre', 'de', 'bagues', 'de', 'Série', 'mondiale', '?']"
How many Pulitzer Prizes has Colson Whitehead won?,De combien de prix Pulitzer Colson Whitehead est-il le lauréat ?,en,fr,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['How', 'many', 'Pulitzer', 'Prizes', 'has', 'Colson', 'Whitehead', 'won', '?']","['De', 'combien', 'de', 'prix', 'Pulitzer', 'Colson', 'Whitehead', 'est', '-', 'il', 'le', 'lauréat', '?']"
"Which movie was released first, Avengers: Endgame or Joker?","Quel film est sorti en premier, Avengers : Endgame ou Joker ?",en,fr,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O']","['Which', 'movie', 'was', 'released', 'first', ',', 'Avengers:', 'Endgame', 'or', 'Joker', '?']","['Quel', 'film', 'est', 'sorti', 'en', 'premier', ',', 'Avengers', ':', 'Endgame', 'ou', 'Joker', '?']"
Was Friday the 13th released the same year as Halloween?,Vendredi 13 est-il sorti la même année qu’Halloween ?,en,fr,"['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-DATE', 'O']","['Was', 'Friday', 'the', '13th', 'released', 'the', 'same', 'year', 'as', 'Halloween', '?']","['Vendredi', '13', 'est', '-', 'il', 'sorti', 'la', 'même', 'année', 'qu', '’', 'Halloween', '?']"
Was The Ring released before 2005?,Le Cercle est-il sorti avant 2005 ?,en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Was', 'The', 'Ring', 'released', 'before', '2005', '?']","['Le', 'Cercle', 'est', '-', 'il', 'sorti', 'avant', '2005', '?']"
"Which movie had a higher lifetime gross, Jurassic World or The Lion King?",Quel film est resté le plus rentable à vie : Jurassic World ou Le Roi lion ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'movie', 'had', 'a', 'higher', 'lifetime', 'gross', ',', 'Jurassic', 'World', 'or', 'The', 'Lion', 'King', '?']","['Quel', 'film', 'est', 'resté', 'le', 'plus', 'rentable', 'à', 'vie', ':', 'Jurassic', 'World', 'ou', 'Le', 'Roi', 'lion', '?']"
"Which Netflix series has been watched more, Tiger King or The Queen's Gambit?",Quelle est la série Netflix la plus regardée : Au royaume des fauves ou Le jeu de la dame ?,en,fr,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'Netflix', 'series', 'has', 'been', 'watched', 'more', ',', 'Tiger', 'King', 'or', 'The', ""Queen's"", 'Gambit', '?']","['Quelle', 'est', 'la', 'série', 'Netflix', 'la', 'plus', 'regardée', ':', 'Au', 'royaume', 'des', 'fauves', 'ou', 'Le', 'jeu', 'de', 'la', 'dame', '?']"
"Which Netflix series has been watched more, Bridgerton or Tiger King?",Quelle est la série Netflix la plus regardée : Bridgerton ou Au royaume des fauves ?,en,fr,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'Netflix', 'series', 'has', 'been', 'watched', 'more', ',', 'Bridgerton', 'or', 'Tiger', 'King', '?']","['Quelle', 'est', 'la', 'série', 'Netflix', 'la', 'plus', 'regardée', ':', 'Bridgerton', 'ou', 'Au', 'royaume', 'des', 'fauves', '?']"
Did Hurt Locker or Avatar have the smaller budget?,Démineurs ou Avatar avaient-ils le plus petit budget ?,en,fr,"['O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Did', 'Hurt', 'Locker', 'or', 'Avatar', 'have', 'the', 'smaller', 'budget', '?']","['Démineurs', 'ou', 'Avatar', 'avaient', '-', 'ils', 'le', 'plus', 'petit', 'budget', '?']"
Did Inception have a bigger budget than Dunkirk?,Inception a-t-il eu un budget plus important que celui de Dunkerque ?,en,fr,"['O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['Did', 'Inception', 'have', 'a', 'bigger', 'budget', 'than', 'Dunkirk', '?']","['Inception', 'a', '-', 't', '-', 'il', 'eu', 'un', 'budget', 'plus', 'important', 'que', 'celui', 'de', 'Dunkerque', '?']"
Was Train to Busan released the same year as John Wick 2?,Dernier train pour Busan est-il sorti la même année que John Wick 2 ?,en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-PERSON', 'I-PERSON', 'B-CARDINAL', 'O']","['O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Was', 'Train', 'to', 'Busan', 'released', 'the', 'same', 'year', 'as', 'John', 'Wick', '2', '?']","['Dernier', 'train', 'pour', 'Busan', 'est', '-', 'il', 'sorti', 'la', 'même', 'année', 'que', 'John', 'Wick', '2', '?']"
"Which horror movie made more money at the US Box Office, The Happening (2008) or The Conjuring (2013)?",Quel film d’horreur a rapporté le plus d’argent au box-office américain : Phénomènes (2008) ou Conjuring : Les Dossiers Warren (2013) ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O']","['Which', 'horror', 'movie', 'made', 'more', 'money', 'at', 'the', 'US', 'Box', 'Office', ',', 'The', 'Happening', '(', '2008', ')', 'or', 'The', 'Conjuring', '(', '2013', ')', '?']","['Quel', 'film', 'd', '’', 'horreur', 'a', 'rapporté', 'le', 'plus', 'd', '’', 'argent', 'au', 'box', '-', 'office', 'américain', ':', 'Phénomènes', '(', '2008', ')', 'ou', 'Conjuring', ':', 'Les', 'Dossiers', 'Warren', '(', '2013', ')', '?']"
Did the original Ocean's Eleven come out after 1965?,Le film original Ocean’s Eleven est-il sorti après 1965 ?,en,fr,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'the', 'original', ""Ocean's"", 'Eleven', 'come', 'out', 'after', '1965', '?']","['Le', 'film', 'original', 'Ocean', '’', 's', 'Eleven', 'est', '-', 'il', 'sorti', 'après', '1965', '?']"
Were Pixar's Soul and Onward released in the same year?,Soul et En avant de Pixar sont-ils sortis la même année ?,en,fr,"['O', 'B-ORG', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['Were', ""Pixar's"", 'Soul', 'and', 'Onward', 'released', 'in', 'the', 'same', 'year', '?']","['Soul', 'et', 'En', 'avant', 'de', 'Pixar', 'sont', '-', 'ils', 'sortis', 'la', 'même', 'année', '?']"
Did Tom Hanks get his first Academy Award nomination for Big or Sleepless in Seattle?,Tom Hanks a-t-il obtenu sa première nomination aux Oscars pour Big ou Nuits blanches à Seattle ?,en,fr,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-GPE', 'O']","['Did', 'Tom', 'Hanks', 'get', 'his', 'first', 'Academy', 'Award', 'nomination', 'for', 'Big', 'or', 'Sleepless', 'in', 'Seattle', '?']","['Tom', 'Hanks', 'a', '-', 't', '-', 'il', 'obtenu', 'sa', 'première', 'nomination', 'aux', 'Oscars', 'pour', 'Big', 'ou', 'Nuits', 'blanches', 'à', 'Seattle', '?']"
Did Avengers: Endgame have a bigger budget than Avengers: Infinity War?,Avengers : Endgame a-t-il eu un budget plus important que Avengers : Infinity War ?,en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Did', 'Avengers:', 'Endgame', 'have', 'a', 'bigger', 'budget', 'than', 'Avengers:', 'Infinity', 'War', '?']","['Avengers', ':', 'Endgame', 'a', '-', 't', '-', 'il', 'eu', 'un', 'budget', 'plus', 'important', 'que', 'Avengers', ':', 'Infinity', 'War', '?']"
"Who is older, Anna Faris or Jennifer Aniston?",Qui est plus âgée : Anna Farris ou Jennifer Aniston ?,en,fr,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'is', 'older', ',', 'Anna', 'Faris', 'or', 'Jennifer', 'Aniston', '?']","['Qui', 'est', 'plus', 'âgée', ':', 'Anna', 'Farris', 'ou', 'Jennifer', 'Aniston', '?']"
Did The Twilight Saga: New Moon come out before 1995?,"Twilight, chapitre II : Tentation est-il sorti avant 1995 ?",en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Twilight', 'Saga:', 'New', 'Moon', 'come', 'out', 'before', '1995', '?']","['Twilight', ',', 'chapitre', 'II', ':', 'Tentation', 'est', '-', 'il', 'sorti', 'avant', '1995', '?']"
"Which movie had a bigger budget, The Wizard of Oz or Gone With The Wind?",Quel film a eu un plus gros budget : Le Magicien d’Oz ou Autant en emporte le vent ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'The', 'Wizard', 'of', 'Oz', 'or', 'Gone', 'With', 'The', 'Wind', '?']","['Quel', 'film', 'a', 'eu', 'un', 'plus', 'gros', 'budget', ':', 'Le', 'Magicien', 'd', '’', 'Oz', 'ou', 'Autant', 'en', 'emporte', 'le', 'vent', '?']"
Was The Godfather released after 1970?,Le Parrain est-il sorti après 1970 ?,en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Was', 'The', 'Godfather', 'released', 'after', '1970', '?']","['Le', 'Parrain', 'est', '-', 'il', 'sorti', 'après', '1970', '?']"
Were the box office earnings for The Wolf of Wall Street or Inception higher?,Quel film a eu le plus de recettes au box-office : Le Loup de Wall Street ou Inception ?,en,fr,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O']","['Were', 'the', 'box', 'office', 'earnings', 'for', 'The', 'Wolf', 'of', 'Wall', 'Street', 'or', 'Inception', 'higher', '?']","['Quel', 'film', 'a', 'eu', 'le', 'plus', 'de', 'recettes', 'au', 'box', '-', 'office', ':', 'Le', 'Loup', 'de', 'Wall', 'Street', 'ou', 'Inception', '?']"
Did Avengers or The Lion King have the highest budget in 2019?,Avengers ou le Roi Lion ont-ils eu le plus gros budget en 2019 ?,en,fr,"['O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'Avengers', 'or', 'The', 'Lion', 'King', 'have', 'the', 'highest', 'budget', 'in', '2019', '?']","['Avengers', 'ou', 'le', 'Roi', 'Lion', 'ont', '-', 'ils', 'eu', 'le', 'plus', 'gros', 'budget', 'en', '2019', '?']"
Did Avengers: Age of Ultron or Avengers: Endgame make more worldwide gross?,Avengers : L’Ère d’Ultron et Avengers : Endgame a fait plus de recettes mondiales ?,en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Did', 'Avengers:', 'Age', 'of', 'Ultron', 'or', 'Avengers:', 'Endgame', 'make', 'more', 'worldwide', 'gross', '?']","['Avengers', ':', 'L', '’', 'Ère', 'd', '’', 'Ultron', 'et', 'Avengers', ':', 'Endgame', 'a', 'fait', 'plus', 'de', 'recettes', 'mondiales', '?']"
Was The Twilight Saga: Eclipse released before The Twilight Saga: New Moon?,"Twilight, chapitre III : Hésitation est-il sorti avant Twilight, chapitre II : Tentation ?",en,fr,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Was', 'The', 'Twilight', 'Saga:', 'Eclipse', 'released', 'before', 'The', 'Twilight', 'Saga:', 'New', 'Moon', '?']","['Twilight', ',', 'chapitre', 'III', ':', 'Hésitation', 'est', '-', 'il', 'sorti', 'avant', 'Twilight', ',', 'chapitre', 'II', ':', 'Tentation', '?']"
