source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Have the Los Angeles Rams won a Super Bowl ring since moving back to Los Angeles?,Haben die Los Angeles Ram seit ihrer Rückkehr nach Los Angeles einen Super Bowl Ring gewonnen?,en,de,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Have', 'the', 'Los', 'Angeles', 'Rams', 'won', 'a', 'Super', 'Bowl', 'ring', 'since', 'moving', 'back', 'to', 'Los', 'Angeles', '?']","['Haben', 'die', 'Los', 'Angeles', 'Ram', 'seit', 'ihrer', 'Rückkehr', 'nach', 'Los', 'Angeles', 'einen', 'Super', 'Bowl', 'Ring', 'gewonnen', '?']"
Has there ever been a Christian U.S. senator?,Hat es jemals einen christlichen US-Senator gegeben?,en,de,"['O', 'O', 'O', 'O', 'O', 'B-NORP', 'B-GPE', 'O', 'O']","['O', 'O', 'O', 'O', 'B-NORP', 'B-GPE', 'O', 'O', 'O', 'O']","['Has', 'there', 'ever', 'been', 'a', 'Christian', 'U.S.', 'senator', '?']","['Hat', 'es', 'jemals', 'einen', 'christlichen', 'US', '-', 'Senator', 'gegeben', '?']"
How many Pulitzer Prizes has Colson Whitehead won?,Wie viele Pulitzer-Preise gewann Colson Whitehead?,en,de,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'Pulitzer', 'Prizes', 'has', 'Colson', 'Whitehead', 'won', '?']","['Wie', 'viele', 'Pulitzer', '-', 'Preise', 'gewann', 'Colson', 'Whitehead', '?']"
Did the movie Moana come out before 2015?,Erschien der Film „Vaiana“ vor 2015?,en,de,"['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['Did', 'the', 'movie', 'Moana', 'come', 'out', 'before', '2015', '?']","['Erschien', 'der', 'Film', '„', 'Vaiana', '“', 'vor', '2015', '?']"
Was Friday the 13th released the same year as Halloween?,Erschien „Freitag der 13.“ im gleichen Jahr wie „Halloween“?,en,de,"['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-DATE', 'O']","['O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-EVENT', 'O', 'O']","['Was', 'Friday', 'the', '13th', 'released', 'the', 'same', 'year', 'as', 'Halloween', '?']","['Erschien', '„', 'Freitag', 'der', '13.', '“', 'im', 'gleichen', 'Jahr', 'wie', '„', 'Halloween', '“', '?']"
Was The Ring released before 2005?,Kam „Der Ring“ vor 2005 ins Kino?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'B-DATE', 'O', 'O', 'O']","['Was', 'The', 'Ring', 'released', 'before', '2005', '?']","['Kam', '„', 'Der', 'Ring', '“', 'vor', '2005', 'ins', 'Kino', '?']"
"Which movie had a higher lifetime gross, Jurassic World or The Lion King?","Welcher Film hatte ein höheres Einspielergebnis, „Jurassic World“ oder Der König der Löwen?",en,de,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'movie', 'had', 'a', 'higher', 'lifetime', 'gross', ',', 'Jurassic', 'World', 'or', 'The', 'Lion', 'King', '?']","['Welcher', 'Film', 'hatte', 'ein', 'höheres', 'Einspielergebnis', ',', '„', 'Jurassic', 'World', '“', 'oder', 'Der', 'König', 'der', 'Löwen', '?']"
"Who has won more Academy Awards, Helen Mirren or Cate Blanchett?",Wer hat mehr Oscars gewonnen - Helen Mirren oder Cate Blanchett?,en,de,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'has', 'won', 'more', 'Academy', 'Awards', ',', 'Helen', 'Mirren', 'or', 'Cate', 'Blanchett', '?']","['Wer', 'hat', 'mehr', 'Oscars', 'gewonnen', '-', 'Helen', 'Mirren', 'oder', 'Cate', 'Blanchett', '?']"
Did Tom Hanks get his first Academy Award nomination for Big or Sleepless in Seattle?,Erhielt Tom Hanks seine erste Oscar-Nominierung für „Big“ oder für „Schlaflos in Seattle“?,en,de,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['Did', 'Tom', 'Hanks', 'get', 'his', 'first', 'Academy', 'Award', 'nomination', 'for', 'Big', 'or', 'Sleepless', 'in', 'Seattle', '?']","['Erhielt', 'Tom', 'Hanks', 'seine', 'erste', 'Oscar', '-', 'Nominierung', 'für', '„', 'Big', '“', 'oder', 'für', '„', 'Schlaflos', 'in', 'Seattle', '“', '?']"
"Which movie had a bigger budget, The Wizard of Oz or Gone With The Wind?","Welcher Film hatte ein größeres Budget, „Der Zauberer von Oz“ oder „Vom Winde verweht“?",en,de,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'The', 'Wizard', 'of', 'Oz', 'or', 'Gone', 'With', 'The', 'Wind', '?']","['Welcher', 'Film', 'hatte', 'ein', 'größeres', 'Budget', ',', '„', 'Der', 'Zauberer', 'von', 'Oz', '“', 'oder', '„', 'Vom', 'Winde', 'verweht', '“', '?']"
Was The Godfather released after 1970?,Erschien „Der Pate“ nach 1970?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Was', 'The', 'Godfather', 'released', 'after', '1970', '?']","['Erschien', '„', 'Der', 'Pate', '“', 'nach', '1970', '?']"
Did Avengers or The Lion King have the highest budget in 2019?,Hatte „Avengers“ oder „Der König der Löwen“ 2019 das höchste Budget?,en,de,"['O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O', 'O', 'O']","['Did', 'Avengers', 'or', 'The', 'Lion', 'King', 'have', 'the', 'highest', 'budget', 'in', '2019', '?']","['Hatte', '„', 'Avengers', '“', 'oder', '„', 'Der', 'König', 'der', 'Löwen', '“', '2019', 'das', 'höchste', 'Budget', '?']"
"Which movie won more Academy Awards, Titanic or Slumdog Millionaire?","Welcher Film hat mehr Oscars gewonnen, „Titanic“ oder „Slumdog Millionaire“?",en,de,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Which', 'movie', 'won', 'more', 'Academy', 'Awards', ',', 'Titanic', 'or', 'Slumdog', 'Millionaire', '?']","['Welcher', 'Film', 'hat', 'mehr', 'Oscars', 'gewonnen', ',', '„', 'Titanic', '“', 'oder', '„', 'Slumdog', 'Millionaire', '“', '?']"
Was The Twilight Saga: Eclipse released before The Twilight Saga: New Moon?,Kam „Die Twilight-Saga: Eclipse – Biss zum Abendbrot” vor „Die Twillight Saga: New Moon“ ins Kino?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Was', 'The', 'Twilight', 'Saga:', 'Eclipse', 'released', 'before', 'The', 'Twilight', 'Saga:', 'New', 'Moon', '?']","['Kam', '„', 'Die', 'Twilight', '-', 'Saga:', 'Eclipse', '–', 'Biss', 'zum', 'Abendbrot', '”', 'vor', '„', 'Die', 'Twillight', 'Saga:', 'New', 'Moon', '“', 'ins', 'Kino', '?']"
Did the movie Moonraker come out before Live and Let Die?,Wurde der Film „Moonraker” vor „James Bond 007 – Leben und sterben lassen” veröffentlicht?,en,de,"['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Did', 'the', 'movie', 'Moonraker', 'come', 'out', 'before', 'Live', 'and', 'Let', 'Die', '?']","['Wurde', 'der', 'Film', '„', 'Moonraker', '”', 'vor', '„', 'James', 'Bond', '007', '–', 'Leben', 'und', 'sterben', 'lassen', '”', 'veröffentlicht', '?']"
Did the movie Thunderball come out before 1970?,Kam der Film „James Bond 007 – Feuerball” vor 1970 ins Kino?,en,de,"['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'B-DATE', 'B-DATE', 'O', 'O', 'O']","['Did', 'the', 'movie', 'Thunderball', 'come', 'out', 'before', '1970', '?']","['Kam', 'der', 'Film', '„', 'James', 'Bond', '007', '–', 'Feuerball', '”', 'vor', '1970', 'ins', 'Kino', '?']"
Did The Matrix come out before 1998?,Erschien „Die Matrix“ vor 1998?,en,de,"['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Matrix', 'come', 'out', 'before', '1998', '?']","['Erschien', '„', 'Die', 'Matrix', '“', 'vor', '1998', '?']"
Did Kill Bill: Vol. 1 come out after 2004?,Erschien „Kill Bill - Volume 1“ nach 2004?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'B-CARDINAL', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['Did', 'Kill', 'Bill:', 'Vol.', '1', 'come', 'out', 'after', '2004', '?']","['Erschien', '„', 'Kill', 'Bill', '-', 'Volume', '1', '“', 'nach', '2004', '?']"
Did Die Hard come out after 2000?,Kam „Stirb langsam” nach 2000 ins Kino?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O']","['Did', 'Die', 'Hard', 'come', 'out', 'after', '2000', '?']","['Kam', '„', 'Stirb', 'langsam', '”', 'nach', '2000', 'ins', 'Kino', '?']"
Was The Notebook released in 2004?,Kam „Wie ein einziger Tag“ 2004 ins Kino?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O']","['Was', 'The', 'Notebook', 'released', 'in', '2004', '?']","['Kam', '„', 'Wie', 'ein', 'einziger', 'Tag', '“', '2004', 'ins', 'Kino', '?']"
"Between The Notebook and Dear John, which movie was more profitable worldwide?","Welcher Film war weltweit finanziell erfolgreicher, „Wie ein einziger Tag“ oder „Dear John - das Leuchten der Stille“?",en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Between', 'The', 'Notebook', 'and', 'Dear', 'John', ',', 'which', 'movie', 'was', 'more', 'profitable', 'worldwide', '?']","['Welcher', 'Film', 'war', 'weltweit', 'finanziell', 'erfolgreicher', ',', '„', 'Wie', 'ein', 'einziger', 'Tag', '“', 'oder', '„', 'Dear', 'John', '-', 'das', 'Leuchten', 'der', 'Stille', '“', '?']"
Was Spider-Man: Homecoming released before Spider-Man: Far from Home?,Kam „Spiderman: Homecoming“ vor „Spiderman: Far from Home“ ins Kino?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Was', 'Spider', '-', 'Man:', 'Homecoming', 'released', 'before', 'Spider', '-', 'Man:', 'Far', 'from', 'Home', '?']","['Kam', '„', 'Spiderman:', 'Homecoming', '“', 'vor', '„', 'Spiderman:', 'Far', 'from', 'Home', '“', 'ins', 'Kino', '?']"
Did Avengers: Endgame gross more than Black Panther?,Erzielte „Avengers Endgame” einen höheren Umsatz als „Black Panther”?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'Avengers:', 'Endgame', 'gross', 'more', 'than', 'Black', 'Panther', '?']","['Erzielte', '„', 'Avengers', 'Endgame', '”', 'einen', 'höheren', 'Umsatz', 'als', '„', 'Black', 'Panther', '”', '?']"
Was 300 released the same year as Troy?,Wurde „300” im selben Jahr wie „Troja” veröffentlicht?,en,de,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O']","['Was', '300', 'released', 'the', 'same', 'year', 'as', 'Troy', '?']","['Wurde', '„', '300', '”', 'im', 'selben', 'Jahr', 'wie', '„', 'Troja', '”', 'veröffentlicht', '?']"
Did The Piano come out before 1996?,Erschien „Das Piano“ vor 1996?,en,de,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Piano', 'come', 'out', 'before', '1996', '?']","['Erschien', '„', 'Das', 'Piano', '“', 'vor', '1996', '?']"
Was Harry Potter and the Deathly Hallows Part 2 released before The Hunger Games?,Erschien „Harry Potter und die Heiligtümer des Todes - Teil 2“ vor „Die Tribute von Panem“?,en,de,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Was', 'Harry', 'Potter', 'and', 'the', 'Deathly', 'Hallows', 'Part', '2', 'released', 'before', 'The', 'Hunger', 'Games', '?']","['Erschien', '„', 'Harry', 'Potter', 'und', 'die', 'Heiligtümer', 'des', 'Todes', '-', 'Teil', '2', '“', 'vor', '„', 'Die', 'Tribute', 'von', 'Panem', '“', '?']"
Was Titanic released the same year as The Lost World: Jurassic Park?,Erschien „Titanic“ im selben Jahr wie „Vergessene Welt: Jurassic Park“?,en,de,"['O', 'B-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Was', 'Titanic', 'released', 'the', 'same', 'year', 'as', 'The', 'Lost', 'World:', 'Jurassic', 'Park', '?']","['Erschien', '„', 'Titanic', '“', 'im', 'selben', 'Jahr', 'wie', '„', 'Vergessene', 'Welt:', 'Jurassic', 'Park', '“', '?']"
