source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
"Which movie had a higher lifetime gross, Jurassic World or The Lion King?","Quale film ha registrato maggiori incassi nel tempo, Jurassic World o Il re Leone?",en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'movie', 'had', 'a', 'higher', 'lifetime', 'gross', ',', 'Jurassic', 'World', 'or', 'The', 'Lion', 'King', '?']","['Quale', 'film', 'ha', 'registrato', 'maggiori', 'incassi', 'nel', 'tempo', ',', 'Jurassic', 'World', 'o', 'Il', 're', 'Leone', '?']"
Did The Thing come out before Halloween?,La cosa è uscito prima di Halloween?,en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Thing', 'come', 'out', 'before', 'Halloween', '?']","['La', 'cosa', 'è', 'uscito', 'prima', 'di', 'Halloween', '?']"
"Who has won more Academy Awards, Helen Mirren or Cate Blanchett?","Chi ha vinto più Premi Oscar, Helen Mirren o Cate Blanchett?",en,it,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'has', 'won', 'more', 'Academy', 'Awards', ',', 'Helen', 'Mirren', 'or', 'Cate', 'Blanchett', '?']","['Chi', 'ha', 'vinto', 'più', 'Premi', 'Oscar', ',', 'Helen', 'Mirren', 'o', 'Cate', 'Blanchett', '?']"
"Which horror movie made more money at the US Box Office, The Happening (2008) or The Conjuring (2013)?","Quale film horror ha registrato più incassi al Box Office USA, E venne il giorno (2008) o The Conjuring (2013)?",en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-DATE', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O', 'O']","['Which', 'horror', 'movie', 'made', 'more', 'money', 'at', 'the', 'US', 'Box', 'Office', ',', 'The', 'Happening', '(', '2008', ')', 'or', 'The', 'Conjuring', '(', '2013', ')', '?']","['Quale', 'film', 'horror', 'ha', 'registrato', 'più', 'incassi', 'al', 'Box', 'Office', 'USA', ',', 'E', 'venne', 'il', 'giorno', '(', '2008', ')', 'o', 'The', 'Conjuring', '(', '2013', ')', '?']"
Did Tom Hanks get his first Academy Award nomination for Big or Sleepless in Seattle?,Tom Hanks ha ottenuto la sua prima nomina al Premio Oscar per Insonnia d'amore?,en,it,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Did', 'Tom', 'Hanks', 'get', 'his', 'first', 'Academy', 'Award', 'nomination', 'for', 'Big', 'or', 'Sleepless', 'in', 'Seattle', '?']","['Tom', 'Hanks', 'ha', 'ottenuto', 'la', 'sua', 'prima', 'nomina', 'al', 'Premio', 'Oscar', 'per', 'Insonnia', ""d'amore"", '?']"
"Who is older, Anna Faris or Jennifer Aniston?","Chi è più grande, Anna Farris o Jennifer Aniston?",en,it,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Who', 'is', 'older', ',', 'Anna', 'Faris', 'or', 'Jennifer', 'Aniston', '?']","['Chi', 'è', 'più', 'grande', ',', 'Anna', 'Farris', 'o', 'Jennifer', 'Aniston', '?']"
"Which movie had a bigger budget, The Wizard of Oz or Gone With The Wind?","Quale film ha avuto il budget più alto, Il mago di Oz o Via col vento?",en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'The', 'Wizard', 'of', 'Oz', 'or', 'Gone', 'With', 'The', 'Wind', '?']","['Quale', 'film', 'ha', 'avuto', 'il', 'budget', 'più', 'alto', ',', 'Il', 'mago', 'di', 'Oz', 'o', 'Via', 'col', 'vento', '?']"
Was The Godfather released after 1970?,"""Il padrino"" è uscito dopo il 1970?",en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'B-DATE', 'O']","['Was', 'The', 'Godfather', 'released', 'after', '1970', '?']","['""', 'Il', 'padrino', '""', 'è', 'uscito', 'dopo', 'il', '1970', '?']"
Did Avengers or The Lion King have the highest budget in 2019?,Avengers o Il re leone hanno avuto il budget più grande nel 2019?,en,it,"['O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'Avengers', 'or', 'The', 'Lion', 'King', 'have', 'the', 'highest', 'budget', 'in', '2019', '?']","['Avengers', 'o', 'Il', 're', 'leone', 'hanno', 'avuto', 'il', 'budget', 'più', 'grande', 'nel', '2019', '?']"
"Which movie won more Academy Awards, Titanic or Slumdog Millionaire?","Quale film ha vinto più Premi Oscar, Titanic o Slumdog Millionaire?",en,it,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Which', 'movie', 'won', 'more', 'Academy', 'Awards', ',', 'Titanic', 'or', 'Slumdog', 'Millionaire', '?']","['Quale', 'film', 'ha', 'vinto', 'più', 'Premi', 'Oscar', ',', 'Titanic', 'o', 'Slumdog', 'Millionaire', '?']"
Did The Devil's Rejects come out after 2003?,Il film La casa del diavolo è uscito dopo il 2003?,en,it,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'B-DATE', 'O']","['Did', 'The', ""Devil's"", 'Rejects', 'come', 'out', 'after', '2003', '?']","['Il', 'film', 'La', 'casa', 'del', 'diavolo', 'è', 'uscito', 'dopo', 'il', '2003', '?']"
Did True Romance come out before 1995?,Una vita al massimo è uscito prima del 1995?,en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'True', 'Romance', 'come', 'out', 'before', '1995', '?']","['Una', 'vita', 'al', 'massimo', 'è', 'uscito', 'prima', 'del', '1995', '?']"
Was The Notebook released in 2004?,Le pagine della nostra vita è uscito nel 2004?,en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Was', 'The', 'Notebook', 'released', 'in', '2004', '?']","['Le', 'pagine', 'della', 'nostra', 'vita', 'è', 'uscito', 'nel', '2004', '?']"
"Between The Notebook and Dear John, which movie was more profitable worldwide?","Tra Le pagine della nostra vita e Dear John, quale film ha avuto più incassi a livello mondiale?",en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Between', 'The', 'Notebook', 'and', 'Dear', 'John', ',', 'which', 'movie', 'was', 'more', 'profitable', 'worldwide', '?']","['Tra', 'Le', 'pagine', 'della', 'nostra', 'vita', 'e', 'Dear', 'John', ',', 'quale', 'film', 'ha', 'avuto', 'più', 'incassi', 'a', 'livello', 'mondiale', '?']"
Did Avengers: Endgame gross more than Black Panther?,Avengers Endgame ha avuto più incassi di Black Panther?,en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Did', 'Avengers:', 'Endgame', 'gross', 'more', 'than', 'Black', 'Panther', '?']","['Avengers', 'Endgame', 'ha', 'avuto', 'più', 'incassi', 'di', 'Black', 'Panther', '?']"
Did The Piano come out before 1996?,Lezioni di piano è uscito prima del 1996?,en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Piano', 'come', 'out', 'before', '1996', '?']","['Lezioni', 'di', 'piano', 'è', 'uscito', 'prima', 'del', '1996', '?']"
Was Men in Black released the same year as Tomorrow Never Dies?,Men in Black è uscito nello stesso anno di Il domani non muore mai?,en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Was', 'Men', 'in', 'Black', 'released', 'the', 'same', 'year', 'as', 'Tomorrow', 'Never', 'Dies', '?']","['Men', 'in', 'Black', 'è', 'uscito', 'nello', 'stesso', 'anno', 'di', 'Il', 'domani', 'non', 'muore', 'mai', '?']"
Was Air Force One released the same year as As Good as It Gets?,Air Force One è uscito nello stesso anno di Qualcosa è cambiato?,en,it,"['O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O']","['Was', 'Air', 'Force', 'One', 'released', 'the', 'same', 'year', 'as', 'As', 'Good', 'as', 'It', 'Gets', '?']","['Air', 'Force', 'One', 'è', 'uscito', 'nello', 'stesso', 'anno', 'di', 'Qualcosa', 'è', 'cambiato', '?']"
Was The Fifth Element released the same year as The Full Monty?,Il quinto elemento è uscito nello stesso anno di Squattrinati organizzati?,en,it,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-ORDINAL', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'O', 'O']","['Was', 'The', 'Fifth', 'Element', 'released', 'the', 'same', 'year', 'as', 'The', 'Full', 'Monty', '?']","['Il', 'quinto', 'elemento', 'è', 'uscito', 'nello', 'stesso', 'anno', 'di', 'Squattrinati', 'organizzati', '?']"
Is Tom Holland older than Tobey Maguire?,Tom Holland è più grande di Toby Maguire?,en,it,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['Is', 'Tom', 'Holland', 'older', 'than', 'Tobey', 'Maguire', '?']","['Tom', 'Holland', 'è', 'più', 'grande', 'di', 'Toby', 'Maguire', '?']"
Did The Sandlot come out before 1990?,I ragazzi vincenti è uscito prima del 1990?,en,it,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['Did', 'The', 'Sandlot', 'come', 'out', 'before', '1990', '?']","['I', 'ragazzi', 'vincenti', 'è', 'uscito', 'prima', 'del', '1990', '?']"
"Who is older, Clint Eastwood or Cuba Gooding Jr.?","Chi è più vecchio, Clint Eastwood o Cuba Gooding Jr?",en,it,"['O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Who', 'is', 'older', ',', 'Clint', 'Eastwood', 'or', 'Cuba', 'Gooding', 'Jr.', '?']","['Chi', 'è', 'più', 'vecchio', ',', 'Clint', 'Eastwood', 'o', 'Cuba', 'Gooding', 'Jr', '?']"
How many Teen Choice Awards has Adam Sandler won?,Quanti Teen Choice Award ha vinto Adam Sandler?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'Teen', 'Choice', 'Awards', 'has', 'Adam', 'Sandler', 'won', '?']","['Quanti', 'Teen', 'Choice', 'Award', 'ha', 'vinto', 'Adam', 'Sandler', '?']"
How many Lethal Weapon movies are there?,Quanti film Arma letale ci sono?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['How', 'many', 'Lethal', 'Weapon', 'movies', 'are', 'there', '?']","['Quanti', 'film', 'Arma', 'letale', 'ci', 'sono', '?']"
How many of the Godfather movies did James Caan act in?,In quanti film de Il padrino ha recitato James Caan?,en,it,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'of', 'the', 'Godfather', 'movies', 'did', 'James', 'Caan', 'act', 'in', '?']","['In', 'quanti', 'film', 'de', 'Il', 'padrino', 'ha', 'recitato', 'James', 'Caan', '?']"
How many Academy Awards has Clint Eastwood won for Best Director?,Quanti Premi Oscar ha vinto Clint Eastwood come miglior regista?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['How', 'many', 'Academy', 'Awards', 'has', 'Clint', 'Eastwood', 'won', 'for', 'Best', 'Director', '?']","['Quanti', 'Premi', 'Oscar', 'ha', 'vinto', 'Clint', 'Eastwood', 'come', 'miglior', 'regista', '?']"
How many Kung Fu Panda movies are there?,Quanti film di Kong Fu Panda ci sono?,en,it,"['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['How', 'many', 'Kung', 'Fu', 'Panda', 'movies', 'are', 'there', '?']","['Quanti', 'film', 'di', 'Kong', 'Fu', 'Panda', 'ci', 'sono', '?']"
How many Academy Awards has Alicia Vikander won?,Quanti premi Oscar ha vinto Alicia Vikander?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'Academy', 'Awards', 'has', 'Alicia', 'Vikander', 'won', '?']","['Quanti', 'premi', 'Oscar', 'ha', 'vinto', 'Alicia', 'Vikander', '?']"
How many Academy Awards has Jessica Chastain won?,Quanti premi Oscar ha vinto Jessica Chastain?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'Academy', 'Awards', 'has', 'Jessica', 'Chastain', 'won', '?']","['Quanti', 'premi', 'Oscar', 'ha', 'vinto', 'Jessica', 'Chastain', '?']"
How many Academy Awards did Silence of the Lambs win?,Quanti premi Oscar ha vinto Il silenzio degli innocenti?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['How', 'many', 'Academy', 'Awards', 'did', 'Silence', 'of', 'the', 'Lambs', 'win', '?']","['Quanti', 'premi', 'Oscar', 'ha', 'vinto', 'Il', 'silenzio', 'degli', 'innocenti', '?']"
How many Terminator movies has Arnold Schwarzenegger been in?,In quanti film di Terminator ha recitato Arnold Schwarzanegger?,en,it,"['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['How', 'many', 'Terminator', 'movies', 'has', 'Arnold', 'Schwarzenegger', 'been', 'in', '?']","['In', 'quanti', 'film', 'di', 'Terminator', 'ha', 'recitato', 'Arnold', 'Schwarzanegger', '?']"
